Date,Batch,Filename,File Date,File Time,File Size (KB),Folder Path
2026-07-04,Batch_101,entry_20260704_095101.jpg,20260704,095101,89.54,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_101/entry_20260704_095101.jpg
2026-07-04,Batch_101,entry_20260704_102651.jpg,20260704,102651,93.11,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_101/entry_20260704_102651.jpg
2026-07-04,Batch_101,entry_20260704_094736.jpg,20260704,094736,95.31,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_101/entry_20260704_094736.jpg
2026-07-04,Batch_101,entry_20260704_095206.jpg,20260704,095206,89.73,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_101/entry_20260704_095206.jpg
2026-07-04,Batch_101,entry_20260704_101659.jpg,20260704,101659,94.12,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_101/entry_20260704_101659.jpg
2026-07-04,Batch_101,entry_20260704_102351.jpg,20260704,102351,94.16,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_101/entry_20260704_102351.jpg
2026-07-04,Batch_101,entry_20260704_102745.jpg,20260704,102745,87.29,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_101/entry_20260704_102745.jpg
2026-07-04,Batch_101,entry_20260704_101304.jpg,20260704,101304,95.08,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_101/entry_20260704_101304.jpg
2026-07-04,Batch_102,entry_20260704_114936.jpg,20260704,114936,82.1,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_114936.jpg
2026-07-04,Batch_102,entry_20260704_115225.jpg,20260704,115225,86.39,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_115225.jpg
2026-07-04,Batch_102,entry_20260704_123731.jpg,20260704,123731,63.03,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_123731.jpg
2026-07-04,Batch_102,entry_20260704_123525.jpg,20260704,123525,99.5,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_123525.jpg
2026-07-04,Batch_102,entry_20260704_121649.jpg,20260704,121649,93.12,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_121649.jpg
2026-07-04,Batch_102,entry_20260704_122544.jpg,20260704,122544,95.23,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_122544.jpg
2026-07-04,Batch_102,entry_20260704_123502.jpg,20260704,123502,86.38,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_123502.jpg
2026-07-04,Batch_102,entry_20260704_124222.jpg,20260704,124222,96.24,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_124222.jpg
2026-07-04,Batch_102,entry_20260704_123610.jpg,20260704,123610,85.68,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_123610.jpg
2026-07-04,Batch_102,entry_20260704_124350.jpg,20260704,124350,91.42,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_124350.jpg
2026-07-04,Batch_102,entry_20260704_124030.jpg,20260704,124030,91.96,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_124030.jpg
2026-07-04,Batch_102,entry_20260704_124150.jpg,20260704,124150,90.75,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_102/entry_20260704_124150.jpg
2026-07-04,Batch_104,entry_20260704_154725.jpg,20260704,154725,78.66,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_154725.jpg
2026-07-04,Batch_104,entry_20260704_165512.jpg,20260704,165512,98.51,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_165512.jpg
2026-07-04,Batch_104,entry_20260704_154917.jpg,20260704,154917,97.28,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_154917.jpg
2026-07-04,Batch_104,entry_20260704_170141.jpg,20260704,170141,93.84,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_170141.jpg
2026-07-04,Batch_104,entry_20260704_155104.jpg,20260704,155104,85.87,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_155104.jpg
2026-07-04,Batch_104,entry_20260704_154754.jpg,20260704,154754,94.48,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_154754.jpg
2026-07-04,Batch_104,entry_20260704_165619.jpg,20260704,165619,96.83,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_165619.jpg
2026-07-04,Batch_104,entry_20260704_170202.jpg,20260704,170202,87.79,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_170202.jpg
2026-07-04,Batch_104,entry_20260704_154809.jpg,20260704,154809,97.41,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_154809.jpg
2026-07-04,Batch_104,entry_20260704_170249.jpg,20260704,170249,88.34,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_170249.jpg
2026-07-04,Batch_104,entry_20260704_160517.jpg,20260704,160517,87.79,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_160517.jpg
2026-07-04,Batch_104,entry_20260704_155023.jpg,20260704,155023,92.43,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_155023.jpg
2026-07-04,Batch_104,entry_20260704_165731.jpg,20260704,165731,88.49,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_165731.jpg
2026-07-04,Batch_104,entry_20260704_154739.jpg,20260704,154739,92.98,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_154739.jpg
2026-07-04,Batch_104,entry_20260704_155144.jpg,20260704,155144,92.32,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_155144.jpg
2026-07-04,Batch_104,entry_20260704_155636.jpg,20260704,155636,97.78,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_155636.jpg
2026-07-04,Batch_104,entry_20260704_165643.jpg,20260704,165643,92.21,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_165643.jpg
2026-07-04,Batch_104,entry_20260704_165858.jpg,20260704,165858,91.2,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-04/Batch_104/entry_20260704_165858.jpg
2026-07-06,Batch_201,entry_20260706_093145.jpg,20260706,093145,95.66,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_093145.jpg
2026-07-06,Batch_201,entry_20260706_094213.jpg,20260706,094213,85.12,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_094213.jpg
2026-07-06,Batch_201,entry_20260706_094617.jpg,20260706,094617,90.83,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_094617.jpg
2026-07-06,Batch_201,entry_20260706_094759.jpg,20260706,094759,97.98,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_094759.jpg
2026-07-06,Batch_201,entry_20260706_092600.jpg,20260706,092600,89.0,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_092600.jpg
2026-07-06,Batch_201,entry_20260706_094728.jpg,20260706,094728,88.71,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_094728.jpg
2026-07-06,Batch_201,entry_20260706_093910.jpg,20260706,093910,95.01,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_093910.jpg
2026-07-06,Batch_201,entry_20260706_093727.jpg,20260706,093727,90.8,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_093727.jpg
2026-07-06,Batch_201,entry_20260706_093532.jpg,20260706,093532,89.49,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_093532.jpg
2026-07-06,Batch_201,entry_20260706_092016.jpg,20260706,092016,95.12,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_092016.jpg
2026-07-06,Batch_201,entry_20260706_092740.jpg,20260706,092740,83.07,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_092740.jpg
2026-07-06,Batch_201,entry_20260706_094653.jpg,20260706,094653,91.39,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_094653.jpg
2026-07-06,Batch_201,entry_20260706_093214.jpg,20260706,093214,89.37,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_093214.jpg
2026-07-06,Batch_201,entry_20260706_093942.jpg,20260706,093942,95.28,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_093942.jpg
2026-07-06,Batch_201,entry_20260706_093605.jpg,20260706,093605,93.52,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_093605.jpg
2026-07-06,Batch_201,entry_20260706_094140.jpg,20260706,094140,93.81,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_094140.jpg
2026-07-06,Batch_201,entry_20260706_091950.jpg,20260706,091950,90.14,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_201/entry_20260706_091950.jpg
2026-07-06,Batch_202,entry_20260706_114404.jpg,20260706,114404,92.19,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114404.jpg
2026-07-06,Batch_202,entry_20260706_114216.jpg,20260706,114216,87.7,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114216.jpg
2026-07-06,Batch_202,entry_20260706_115508.jpg,20260706,115508,96.29,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_115508.jpg
2026-07-06,Batch_202,entry_20260706_114415.jpg,20260706,114415,91.81,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114415.jpg
2026-07-06,Batch_202,entry_20260706_114629.jpg,20260706,114629,90.42,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114629.jpg
2026-07-06,Batch_202,entry_20260706_114513.jpg,20260706,114513,88.96,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114513.jpg
2026-07-06,Batch_202,entry_20260706_114310.jpg,20260706,114310,99.34,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114310.jpg
2026-07-06,Batch_202,entry_20260706_114258.jpg,20260706,114258,85.04,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114258.jpg
2026-07-06,Batch_202,entry_20260706_114500.jpg,20260706,114500,97.96,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114500.jpg
2026-07-06,Batch_202,entry_20260706_115148.jpg,20260706,115148,98.97,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_115148.jpg
2026-07-06,Batch_202,entry_20260706_120250.jpg,20260706,120250,99.1,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_120250.jpg
2026-07-06,Batch_202,entry_20260706_114118.jpg,20260706,114118,86.87,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114118.jpg
2026-07-06,Batch_202,entry_20260706_114751.jpg,20260706,114751,99.51,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114751.jpg
2026-07-06,Batch_202,entry_20260706_114352.jpg,20260706,114352,94.67,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114352.jpg
2026-07-06,Batch_202,entry_20260706_115312.jpg,20260706,115312,92.48,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_115312.jpg
2026-07-06,Batch_202,entry_20260706_114226.jpg,20260706,114226,83.78,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114226.jpg
2026-07-06,Batch_202,entry_20260706_114026.jpg,20260706,114026,94.97,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_202/entry_20260706_114026.jpg
2026-07-06,Batch_203,entry_20260706_134855.jpg,20260706,134855,93.54,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_134855.jpg
2026-07-06,Batch_203,entry_20260706_135544.jpg,20260706,135544,77.22,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135544.jpg
2026-07-06,Batch_203,entry_20260706_140053.jpg,20260706,140053,90.28,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_140053.jpg
2026-07-06,Batch_203,entry_20260706_135124.jpg,20260706,135124,95.94,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135124.jpg
2026-07-06,Batch_203,entry_20260706_135327.jpg,20260706,135327,91.43,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135327.jpg
2026-07-06,Batch_203,entry_20260706_135904.jpg,20260706,135904,89.69,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135904.jpg
2026-07-06,Batch_203,entry_20260706_135457.jpg,20260706,135457,88.11,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135457.jpg
2026-07-06,Batch_203,entry_20260706_140146.jpg,20260706,140146,99.57,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_140146.jpg
2026-07-06,Batch_203,entry_20260706_134758.jpg,20260706,134758,89.66,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_134758.jpg
2026-07-06,Batch_203,entry_20260706_135334.jpg,20260706,135334,97.05,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135334.jpg
2026-07-06,Batch_203,entry_20260706_134559.jpg,20260706,134559,93.94,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_134559.jpg
2026-07-06,Batch_203,entry_20260706_135915.jpg,20260706,135915,90.88,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135915.jpg
2026-07-06,Batch_203,entry_20260706_135110.jpg,20260706,135110,90.26,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135110.jpg
2026-07-06,Batch_203,entry_20260706_135738.jpg,20260706,135738,88.25,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135738.jpg
2026-07-06,Batch_203,entry_20260706_140004.jpg,20260706,140004,91.14,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_140004.jpg
2026-07-06,Batch_203,entry_20260706_135505.jpg,20260706,135505,98.5,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135505.jpg
2026-07-06,Batch_203,entry_20260706_135825.jpg,20260706,135825,98.34,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135825.jpg
2026-07-06,Batch_203,entry_20260706_134726.jpg,20260706,134726,90.64,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_134726.jpg
2026-07-06,Batch_203,entry_20260706_135410.jpg,20260706,135410,87.96,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135410.jpg
2026-07-06,Batch_203,entry_20260706_135203.jpg,20260706,135203,92.99,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135203.jpg
2026-07-06,Batch_203,entry_20260706_135228.jpg,20260706,135228,91.87,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_203/entry_20260706_135228.jpg
2026-07-06,Batch_204,entry_20260706_161714.jpg,20260706,161714,95.67,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_161714.jpg
2026-07-06,Batch_204,entry_20260706_162750.jpg,20260706,162750,86.47,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_162750.jpg
2026-07-06,Batch_204,entry_20260706_161110.jpg,20260706,161110,95.74,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_161110.jpg
2026-07-06,Batch_204,entry_20260706_160829.jpg,20260706,160829,95.34,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_160829.jpg
2026-07-06,Batch_204,entry_20260706_161429.jpg,20260706,161429,92.42,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_161429.jpg
2026-07-06,Batch_204,entry_20260706_161825.jpg,20260706,161825,93.48,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_161825.jpg
2026-07-06,Batch_204,entry_20260706_162046.jpg,20260706,162046,87.03,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_162046.jpg
2026-07-06,Batch_204,entry_20260706_161200.jpg,20260706,161200,92.17,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_161200.jpg
2026-07-06,Batch_204,entry_20260706_160903.jpg,20260706,160903,86.56,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_160903.jpg
2026-07-06,Batch_204,entry_20260706_161607.jpg,20260706,161607,97.65,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_161607.jpg
2026-07-06,Batch_204,entry_20260706_162454.jpg,20260706,162454,66.24,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_162454.jpg
2026-07-06,Batch_204,entry_20260706_162926.jpg,20260706,162926,97.05,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_162926.jpg
2026-07-06,Batch_204,entry_20260706_162844.jpg,20260706,162844,92.3,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_162844.jpg
2026-07-06,Batch_204,entry_20260706_162823.jpg,20260706,162823,87.98,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_162823.jpg
2026-07-06,Batch_204,entry_20260706_161523.jpg,20260706,161523,83.28,/Users/bhushan/Downloads/dde2a01c-4ab7-4fdc-ab3d-2fd7819b05ef/2026_Organized/2026-07-06/Batch_204/entry_20260706_161523.jpg
